S.No,District,Year,Season,Crop,Rainfall(mm),Minimum Temparature(C),Maximum Temperature (C),Ph,N(Kg/Hectar),P(Kg/Hectar),K(Kg/Hectar),Zn(ppm),Fe(ppm),Cu(ppm),Mn(ppm),Irrigation(MBGL),Yield (Bales/Hectare)
899,Mahabubabad,2016 - 2017,rabi,Moong(Green Gram),6.642857143,29.6,42.9,7.6,260,20,330,1.56,17.3,3.92,17.5,4.77,0.9
900,Mahabubabad,2017 - 2018,rabi,Moong(Green Gram),9.657142857,21.3,37.2,7.6,260,20,330,1.56,17.3,3.92,17.5,5.39,0.66
901,Mahabubabad,2018 - 2019,rabi,Moong(Green Gram),13.18571429,,,7.6,260,20,330,1.56,17.3,3.92,17.5,6.94,1
902,Mahabubabad,2019 - 2020,rabi,Moong(Green Gram),9.1,12.3,45.1,7.6,260,20,330,1.56,17.3,3.92,17.5,4.23,1.07
903,Mahbubnagar,2014 - 2015,rabi,Moong(Green Gram),16.18571429,27.4,41.8,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,0.59
904,Mahbubnagar,2015 - 2016,rabi,Moong(Green Gram),12.75714286,28.5,43.7,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,0.77
905,Mahbubnagar,2016 - 2017,rabi,Moong(Green Gram),9.7,30,41.9,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.49,0.92
906,Mahbubnagar,2017 - 2018,rabi,Moong(Green Gram),8.757142857,20.9,34,7.5,97,35.02,268,0.75,9.8,0.71,8.8,10.66,0.82
907,Mahbubnagar,2018 - 2019,rabi,Moong(Green Gram),6.914285714,,,7.5,97,35.02,268,0.75,9.8,0.71,8.8,15.05,0.82
908,Mahbubnagar,2019 - 2020,rabi,Moong(Green Gram),14.37142857,11.6,45.4,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.51,1
909,Mancherial,2016 - 2017,rabi,Moong(Green Gram),9.6,31.2,43.5,7.52,128,49.4,238,1.65,11.58,2.2,16,3.89,0.9
910,Mancherial,2017 - 2018,rabi,Moong(Green Gram),5.85714,19.2,35.4,7.52,128,49.4,238,1.65,11.58,2.2,16,6.01,0.83
911,Mancherial,2018 - 2019,rabi,Moong(Green Gram),11,,,7.52,128,49.4,238,1.65,11.58,2.2,16,5.08,0.95
912,Mancherial,2019 - 2020,rabi,Moong(Green Gram),9.77143,9.1,46.2,7.52,128,49.4,238,1.65,11.58,2.2,16,3.63,0.95
913,Medak,2014 - 2015,rabi,Moong(Green Gram),24.7,27.1,42.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,0.6
914,Medak,2015 - 2016,rabi,Moong(Green Gram),10.3,27.8,43.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,0.77
915,Medak,2016 - 2017,rabi,Moong(Green Gram),3.2,27.8,40.6,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,11.74,0.89
916,Medak,2017 - 2018,rabi,Moong(Green Gram),5.1,19.1,34.7,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,13.95,0.82
917,Medak,2018 - 2019,rabi,Moong(Green Gram),5.5,,,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,20.71,0.9
918,Medak,2019 - 2020,rabi,Moong(Green Gram),13.1,10,44.4,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.55,1
919,Medchal,2016 - 2017,rabi,Moong(Green Gram),6.885714286,28.4,41.3,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,7.78,
920,Medchal,2017 - 2018,rabi,Moong(Green Gram),10.28571429,21,35.5,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,6.57,
921,Medchal,2018 - 2019,rabi,Moong(Green Gram),14.78571429,,,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,13.23,
922,Medchal,2019 - 2020,rabi,Moong(Green Gram),7.528571429,11.5,43.8,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,9.12,
923,Mulugu,2018 - 2019,rabi,Moong(Green Gram),13.40571429,,,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,7.06,0.71
924,Mulugu,2019 - 2020,rabi,Moong(Green Gram),14.37142857,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,5.54,0.88
925,Nagarkurnool,2016 - 2017,rabi,Moong(Green Gram),7.31429,28.7,41.7,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,14.84,0.92
926,Nagarkurnool,2017 - 2018,rabi,Moong(Green Gram),7.85714,20.8,34.1,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,11.62,0.83
927,Nagarkurnool,2018 - 2019,rabi,Moong(Green Gram),8.35714,,,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,13.07,1
928,Nagarkurnool,2019 - 2020,rabi,Moong(Green Gram),7.3,11.2,45,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,9.5,0.95
929,Nalgonda,2014 - 2015,rabi,Moong(Green Gram),7.042857143,29.1,45,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,0.59
930,Nalgonda,2015 - 2016,rabi,Moong(Green Gram),14.55714286,29.3,43.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,0.77
931,Nalgonda,2016 - 2017,rabi,Moong(Green Gram),13.94761905,30,42.6,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.06,0.9
932,Nalgonda,2017 - 2018,rabi,Moong(Green Gram),15.23928571,23.3,36.3,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.64,0.826
933,Nalgonda,2018 - 2019,rabi,Moong(Green Gram),13.96571429,,,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,12.93,0.92
934,Nalgonda,2019 - 2020,rabi,Moong(Green Gram),14.25714286,12.4,46.7,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.58,0.95
935,Narayanapet,2018 - 2019,rabi,Moong(Green Gram),13.28285714,,,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,13.2,0.95
936,Narayanapet,2019 - 2020,rabi,Moong(Green Gram),12.23333333,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,9.44,1
937,Nirmal,2016 - 2017,rabi,Moong(Green Gram),2.514285714,29,42.3,7.45,178,19.7,331,0.35,19.1,0.99,10.36,5.58,0.9
938,Nirmal,2017 - 2018,rabi,Moong(Green Gram),12.34285714,18.5,35.6,7.45,178,19.7,331,0.35,19.1,0.99,10.36,9.42,0.83
939,Nirmal,2018 - 2019,rabi,Moong(Green Gram),4.214285714,,,7.45,178,19.7,331,0.35,19.1,0.99,10.36,8.96,0.95
940,Nirmal,2019 - 2020,rabi,Moong(Green Gram),6.257142857,7.7,46.4,7.45,178,19.7,331,0.35,19.1,0.99,10.36,6.29,0.95
941,Nizamabad,2014 - 2015,rabi,Moong(Green Gram),24.1833,27.9,43.7,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,,0.59
942,Nizamabad,2015 - 2016,rabi,Moong(Green Gram),10.05,29.4,44.6,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,,0.77
943,Nizamabad,2016 - 2017,rabi,Moong(Green Gram),3.03333,29.9,43,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.7,0.9
944,Nizamabad,2017 - 2018,rabi,Moong(Green Gram),8.15,19.4,35.8,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,9.33,0.83
945,Nizamabad,2018 - 2019,rabi,Moong(Green Gram),3.16667,,,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,11.28,0.95
946,Nizamabad,2019 - 2020,rabi,Moong(Green Gram),11.0167,10.9,45.5,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.48,0.95
947,Peddapalli,2016 - 2017,rabi,Moong(Green Gram),4.942857143,30.2,42.9,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,6.06,0.9
948,Peddapalli,2017 - 2018,rabi,Moong(Green Gram),10.34285714,19.5,35.8,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,8.95,0.82
949,Peddapalli,2018 - 2019,rabi,Moong(Green Gram),10.68571429,,,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,7.31,0.95
950,Peddapalli,2019 - 2020,rabi,Moong(Green Gram),9.585714286,10.6,46,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,5.32,0.95
951,Rajanna,2016 - 2017,rabi,Moong(Green Gram),3.414285714,28.5,42.8,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,7.19,0.9
952,Rajanna,2017 - 2018,rabi,Moong(Green Gram),9.071428571,17.6,36.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,12.29,0.83
953,Rajanna,2018 - 2019,rabi,Moong(Green Gram),9.985714286,,,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,14.18,0.95
954,Rajanna,2019 - 2020,rabi,Moong(Green Gram),14.82857143,9.7,45.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,5.61,0.94
955,Rangareddy,2014 - 2015,rabi,Moong(Green Gram),19.75714286,27.6,41.4,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,,0.833
956,Rangareddy,2015 - 2016,rabi,Moong(Green Gram),16.98571429,27.4,43.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,,0.75
957,Rangareddy,2016 - 2017,rabi,Moong(Green Gram),6.842857143,28,40.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,14.12,1
958,Rangareddy,2017 - 2018,rabi,Moong(Green Gram),11.92857143,22.2,35.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,9.78,0.75
959,Rangareddy,2018 - 2019,rabi,Moong(Green Gram),9.842857143,,,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,17.55,0.833
960,Rangareddy,2019 - 2020,rabi,Moong(Green Gram),10.14285714,11.3,43.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.46,0.833
961,Sangareddy,2016 - 2017,rabi,Moong(Green Gram),2.414285714,29.6,42.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.21,
962,Sangareddy,2017 - 2018,rabi,Moong(Green Gram),8.1,18.9,33.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.11,
963,Sangareddy,2018 - 2019,rabi,Moong(Green Gram),7.442857143,,,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,18.96,
964,Sangareddy,2019 - 2020,rabi,Moong(Green Gram),11.14285714,10.6,45.3,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,16.89,
965,Siddipet,2016 - 2017,rabi,Moong(Green Gram),4.3,28.6,41.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.96,0.91
966,Siddipet,2017 - 2018,rabi,Moong(Green Gram),7.4,21.4,34.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,11.41,0.83
967,Siddipet,2018 - 2019,rabi,Moong(Green Gram),12.98571429,,,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,17.19,0.94
968,Siddipet,2019 - 2020,rabi,Moong(Green Gram),11.64285714,9.6,44.4,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.52,0.95
969,Suryapet,2016 - 2017,rabi,Moong(Green Gram),10.91428571,29.6,42.6,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,6.62,0.9
970,Suryapet,2017 - 2018,rabi,Moong(Green Gram),12.80357143,24.3,36.2,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.11,0.95
971,Suryapet,2018 - 2019,rabi,Moong(Green Gram),11.68571429,,,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.26,1
972,Suryapet,2019 - 2020,rabi,Moong(Green Gram),12.7047619,13.3,45.8,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,5.58,0.95
973,Vikarabad,2016 - 2017,rabi,Moong(Green Gram),4.942857143,27.6,41.2,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,9.47,
974,Vikarabad,2017 - 2018,rabi,Moong(Green Gram),9.5,18.4,34,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,10.14,
975,Vikarabad,2018 - 2019,rabi,Moong(Green Gram),5.585714286,,,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,16.86,
976,Vikarabad,2019 - 2020,rabi,Moong(Green Gram),10.25714286,10.6,44.7,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,12.25,
977,Wanaparthy,2016 - 2017,rabi,Moong(Green Gram),5.8,28.7,41.7,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,8.04,0.9
978,Wanaparthy,2017 - 2018,rabi,Moong(Green Gram),5.91429,21.5,33.9,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,6.13,0.83
979,Wanaparthy,2018 - 2019,rabi,Moong(Green Gram),7.45714,,,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,5.79,0.95
980,Wanaparthy,2019 - 2020,rabi,Moong(Green Gram),7.08571,14,44.5,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,3.58,0.94
981,Warangal,2014 - 2015,rabi,Moong(Green Gram),27.617,27.5,43.5,7.56,209,49,552,1.24,24.42,1.87,9.59,,0.59
982,Warangal,2015 - 2016,rabi,Moong(Green Gram),12.4667,28.7,44.1,7.56,209,49,552,1.24,24.42,1.87,9.59,,0.77
983,Warangal,2016 - 2017,rabi,Moong(Green Gram),3.93333,30,42.3,7.56,209,49,552,1.24,24.42,1.87,9.59,5.88,0.9
984,Warangal,2017 - 2018,rabi,Moong(Green Gram),13.8667,20.7,35,7.56,209,49,552,1.24,24.42,1.87,9.59,6.63,0.83
985,Warangal,2018 - 2019,rabi,Moong(Green Gram),13.1667,,,7.56,209,49,552,1.24,24.42,1.87,9.59,7.84,0.95
986,Warangal,2019 - 2020,rabi,Moong(Green Gram),15.6167,11.4,44.7,7.56,209,49,552,1.24,24.42,1.87,9.59,3.85,0.95
987,Warangal urban,2016 - 2017,rabi,Moong(Green Gram),0.84286,29,43.1,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,5.88,0.9
988,Warangal urban,2017 - 2018,rabi,Moong(Green Gram),13.0143,20.1,34.6,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,6.63,0.83
989,Warangal urban,2018 - 2019,rabi,Moong(Green Gram),12.5857,,,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,7.84,0.95
990,Warangal urban,2019 - 2020,rabi,Moong(Green Gram),15.0429,9.6,44.9,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,3.85,0.94
991,Yadadri,2016 - 2017,rabi,Moong(Green Gram),5.171428571,28.3,41.8,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.41,1
992,Yadadri,2017 - 2018,rabi,Moong(Green Gram),11.28571429,20,35.1,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.58,0.84
993,Yadadri,2018 - 2019,rabi,Moong(Green Gram),6.571428571,,,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,13.64,0.95
994,Yadadri,2019 - 2020,rabi,Moong(Green Gram),11.27142857,12.2,45.2,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.6,0.95
995,Adilabad,2014 - 2015,rabi,Rice,22.87142857,28.7,43.5,7.55,180,17.6,284,1.35,14,0.58,12.88,,3.22
996,Adilabad,2015 - 2016,rabi,Rice,14,29.4,44.2,7.55,180,17.6,284,1.35,14,0.58,12.88,,2.88
997,Adilabad,2016 - 2017,rabi,Rice,9.185714286,29.9,43.1,7.55,180,17.6,284,1.35,14,0.58,12.88,3.94,3.79
998,Adilabad,2017 - 2018,rabi,Rice,12.12857143,18.5,34.4,7.55,180,17.6,284,1.35,14,0.58,12.88,6.54,3.6
999,Adilabad,2018 - 2019,rabi,Rice,3.3,,,7.55,180,17.6,284,1.35,14,0.58,12.88,5.88,3.4
1000,Adilabad,2019 - 2020,rabi,Rice,14.21428571,5,45.9,7.55,180,17.6,284,1.35,14,0.58,12.88,5.53,3.72
1001,Bhadradri,2016 - 2017,rabi,Rice,12.21428571,30.4,42.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.1,4.11
1002,Bhadradri,2017 - 2018,rabi,Rice,8.942857143,23.4,35.6,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.87,3.77
1003,Bhadradri,2018 - 2019,rabi,Rice,17.9,,,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.23,4.07
1004,Bhadradri,2019 - 2020,rabi,Rice,12.12857143,12.3,46.8,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,6.52,3.29
1005,Jagitial,2016 - 2017,rabi,Rice,1.514285714,29.7,43.3,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,4.7,3.74
1006,Jagitial,2017 - 2018,rabi,Rice,9.814285714,19.4,36.4,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,6.52,3.5
1007,Jagitial,2018 - 2019,rabi,Rice,9.514285714,,,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,5.33,3.78
1008,Jagitial,2019 - 2020,rabi,Rice,10.67142857,9.1,46.7,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,3.79,3.82
1009,Jangoan,2016 - 2017,rabi,Rice,2.414285714,29.8,41.9,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,8.62,3.61
1010,Jangoan,2017 - 2018,rabi,Rice,12.35714286,18.9,35.7,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,9.16,3.53
1011,Jangoan,2018 - 2019,rabi,Rice,17.24285714,,,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,13.38,2.8
1012,Jangoan,2019 - 2020,rabi,Rice,9.885714286,9.1,45.6,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,6.86,3.55
1013,Jayashankar,2016 - 2017,rabi,Rice,5.528571429,29.5,42.7,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,7.71,3.63
1014,Jayashankar,2017 - 2018,rabi,Rice,13.65714286,20.3,35.5,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.8,3.5
1015,Jayashankar,2018 - 2019,rabi,Rice,13.11428571,,,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.54,3.32
1016,Jayashankar,2019 - 2020,rabi,Rice,16.77142857,9.2,46.4,7.7,156.17,51.01,432.29,0.98,18.04,2.33,13.03,9.31,3.59
1017,Jogulamba,2016 - 2017,rabi,Rice,5.4,29.3,41.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,6.45,2.66
1018,Jogulamba,2017 - 2018,rabi,Rice,4.77143,22.3,34.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,3.94,2.54
1019,Jogulamba,2018 - 2019,rabi,Rice,8.35714,,,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,10.74,2.81
1020,Jogulamba,2019 - 2020,rabi,Rice,6.37143,14,44.2,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,7.9,3.17
1021,Kamareddy,2016 - 2017,rabi,Rice,2.942857143,29.8,41.5,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.64,3.87
1022,Kamareddy,2017 - 2018,rabi,Rice,5,18,33.8,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.92,3.8
1023,Kamareddy,2018 - 2019,rabi,Rice,3.3,,,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,14.14,3.76
1024,Kamareddy,2019 - 2020,rabi,Rice,15.51428571,9,45.9,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,8.31,4.15
1025,Karimnagar,2014 - 2015,rabi,Rice,15.62857143,28.2,44.2,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,3.62
1026,Karimnagar,2015 - 2016,rabi,Rice,14,28.4,44.3,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,3.19
1027,Karimnagar,2016 - 2017,rabi,Rice,3.3,29.8,42.7,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,5.94,4.24
1028,Karimnagar,2017 - 2018,rabi,Rice,7.771428571,19,34.8,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.04,4.21
1029,Karimnagar,2018 - 2019,rabi,Rice,12.34285714,,,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.49,3.68
1030,Karimnagar,2019 - 2020,rabi,Rice,12.12857143,10.7,45.1,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,3.53,3.91
1031,Khammam,2014 - 2015,rabi,Rice,11.77142857,28.2,43.6,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,,3.62
1032,Khammam,2015 - 2016,rabi,Rice,20.14285714,28.2,43.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,,2.66
1033,Khammam,2016 - 2017,rabi,Rice,14.81904762,29.6,42.3,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.62,4.06
1034,Khammam,2017 - 2018,rabi,Rice,17.70357143,23.1,35.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.85,3.77
1035,Khammam,2018 - 2019,rabi,Rice,16.71428571,,,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.39,3.12
1036,Khammam,2019 - 2020,rabi,Rice,21.10952381,14.6,45.5,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,3.88
1037,Komaram bheem asifabad,2016 - 2017,rabi,Rice,7.185714286,30.1,42.9,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.3,2.57
1038,Komaram bheem asifabad,2017 - 2018,rabi,Rice,12.31428571,18.2,34.7,7.6,155,15.6,285,0.49,15.62,0.39,15.21,7.47,2.72
1039,Komaram bheem asifabad,2018 - 2019,rabi,Rice,11.25714286,,,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.95,2.35
1040,Komaram bheem asifabad,2019 - 2020,rabi,Rice,19.85714286,6.6,45.5,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.14,3
1041,Mahabubabad,2016 - 2017,rabi,Rice,6.642857143,29.6,42.9,7.6,260,20,330,1.56,17.3,3.92,17.5,4.77,3.2
1042,Mahabubabad,2017 - 2018,rabi,Rice,9.657142857,21.3,37.2,7.6,260,20,330,1.56,17.3,3.92,17.5,5.39,3.3
1043,Mahabubabad,2018 - 2019,rabi,Rice,13.18571429,,,7.6,260,20,330,1.56,17.3,3.92,17.5,6.94,3.5
1044,Mahabubabad,2019 - 2020,rabi,Rice,9.1,12.3,45.1,7.6,260,20,330,1.56,17.3,3.92,17.5,4.23,3.37
1045,Mahbubnagar,2014 - 2015,rabi,Rice,16.18571429,27.4,41.8,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,2.74
1046,Mahbubnagar,2015 - 2016,rabi,Rice,12.75714286,28.5,43.7,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,2.17
1047,Mahbubnagar,2016 - 2017,rabi,Rice,9.7,30,41.9,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.49,2.55
1048,Mahbubnagar,2017 - 2018,rabi,Rice,8.757142857,20.9,34,7.5,97,35.02,268,0.75,9.8,0.71,8.8,10.66,2.95
1049,Mahbubnagar,2018 - 2019,rabi,Rice,6.914285714,,,7.5,97,35.02,268,0.75,9.8,0.71,8.8,15.05,2.59
1050,Mahbubnagar,2019 - 2020,rabi,Rice,14.37142857,11.6,45.4,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.51,3.31
1051,Mancherial,2016 - 2017,rabi,Rice,9.6,31.2,43.5,7.52,128,49.4,238,1.65,11.58,2.2,16,3.89,3.7
1052,Mancherial,2017 - 2018,rabi,Rice,5.85714,19.2,35.4,7.52,128,49.4,238,1.65,11.58,2.2,16,6.01,3.71
1053,Mancherial,2018 - 2019,rabi,Rice,11,,,7.52,128,49.4,238,1.65,11.58,2.2,16,5.08,3.66
1054,Mancherial,2019 - 2020,rabi,Rice,9.77143,9.1,46.2,7.52,128,49.4,238,1.65,11.58,2.2,16,3.63,4.25
1055,Medak,2014 - 2015,rabi,Rice,24.7,27.1,42.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,3.49
1056,Medak,2015 - 2016,rabi,Rice,10.3,27.8,43.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,2.86
1057,Medak,2016 - 2017,rabi,Rice,3.2,27.8,40.6,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,11.74,4.13
1058,Medak,2017 - 2018,rabi,Rice,5.1,19.1,34.7,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,13.95,3.44
1059,Medak,2018 - 2019,rabi,Rice,5.5,,,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,20.71,3.22
1060,Medak,2019 - 2020,rabi,Rice,13.1,10,44.4,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.55,3.74
1061,Medchal,2016 - 2017,rabi,Rice,6.885714286,28.4,41.3,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,7.78,3.89
1062,Medchal,2017 - 2018,rabi,Rice,10.28571429,21,35.5,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,6.57,3.93
1063,Medchal,2018 - 2019,rabi,Rice,14.78571429,,,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,13.23,3.36
1064,Medchal,2019 - 2020,rabi,Rice,7.528571429,11.5,43.8,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,9.12,3.45
1065,Mulugu,2018 - 2019,rabi,Rice,13.40571429,,,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,7.06,3.32
1066,Mulugu,2019 - 2020,rabi,Rice,14.37142857,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,5.54,3.83
1067,Nagarkurnool,2016 - 2017,rabi,Rice,7.31429,28.7,41.7,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,14.84,2.33
1068,Nagarkurnool,2017 - 2018,rabi,Rice,7.85714,20.8,34.1,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,11.62,3.17
1069,Nagarkurnool,2018 - 2019,rabi,Rice,8.35714,,,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,13.07,2.66
1070,Nagarkurnool,2019 - 2020,rabi,Rice,7.3,11.2,45,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,9.5,3.46
1071,Nalgonda,2014 - 2015,rabi,Rice,7.042857143,29.1,45,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,3.37
1072,Nalgonda,2015 - 2016,rabi,Rice,14.55714286,29.3,43.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,2.71
1073,Nalgonda,2016 - 2017,rabi,Rice,13.94761905,30,42.6,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.06,3.51
1074,Nalgonda,2017 - 2018,rabi,Rice,15.23928571,23.3,36.3,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.64,3.17
1075,Nalgonda,2018 - 2019,rabi,Rice,13.96571429,,,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,12.93,3.29
1076,Nalgonda,2019 - 2020,rabi,Rice,14.25714286,12.4,46.7,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.58,3.44
1077,Narayanapet,2018 - 2019,rabi,Rice,13.28285714,,,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,13.2,2.59
